name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,general_rating_user,contentRatingLevel,year,profit_ratio
The Apple Pushers ,7.3 based on 26 user ratings,2012-02-10,Mary Mazzio,"Boris Benkovski,Eugenia Benkovski,Jacob Benkovski",NA,NA,4,NA,"apple,the-green-cart-initiative,food-desert,entrepreneurship,immigration",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,7.3,26,NA,2012,NA
Joyful Noise ,"5.7 based on 6,460 user ratings",2012-01-13,Todd Graff,"Queen Latifah,Dolly Parton,Keke Palmer",44,71,98,NA,"chips,bare-chested-male,two-word-title","Comedy,Music",Rated PG-13 for some language including a sexual reference,USA,English,2.5e+07,11225190(USA),30920167,NA,Color,2.35:1,5.7,6460,PG-13,2012,1.23680668
Decoding Annie Parker ,"6.3 based on 2,366 user ratings",2014-05-02,Steven Bernstein,"Helen Hunt,Samantha Morton,Aaron Paul",56,29,12,NA,"cancer,arena,dna-testing,dna-analysis,dna",Drama,Rated R for  language and some sexual content,USA,English,2e+06,16781(USA),39850,91,Color,2.35:1,6.3,2366,R,2014,0.019925
The Legend of Mor'du ,6.2 based on 576 user ratings,2012-12-05,NA,NA,NA,5,1,NA,"witch,civil-war,bear,transformation,brother-vs-brother","Animation,Short,Family",NA,USA,English,NA,NA,NA,7,Color,NA,6.2,576,NA,2012,NA
Shadow People ,"5.3 based on 2,431 user ratings",2013-03-19,Matthew Arnold,"Dallas Roberts,Alison Eastwood,Anne Dudek",NA,24,24,NA,"shadow-people,radio-talk-show-host,paranormal-activity,psychological-experiment,talk-show-host","Horror,Thriller","Rated PG-13 for thematic material, scary moments, brief language, partial nudity and smoking",USA,English,NA,NA,NA,89,Color,NA,5.3,2431,PG-13,2013,NA
Saving Lincoln ,5.2 based on 163 user ratings,2013-02-13,Salvador Litvak,"Tom Amandes,Lea Coco,Penelope Ann Miller",21,6,15,NA,"u.s.-marshal,bodyguard,two-word-title,confederacy,president-elect",Biography,NA,USA,English,7e+05,NA,NA,101,Color,NA,5.2,163,NA,2013,NA
Celia ,6.9 based on 269 user ratings,2012-10-26,NA,NA,NA,1,NA,NA,"doctor-patient-relationship,unwanted-pregnancy,teenage-pregnancy,teenage-girl,moral-dilemma","Short,Drama",NA,USA,English,NA,NA,NA,9,Color,NA,6.9,269,NA,2012,NA
The Island President ,"7.3 based on 1,012 user ratings",2012-03-30,Jon Shenk,NA,72,8,33,NA,"president,maldives,2010s,sea-level,rising-sea-levels",Documentary,"Rated PG for thematic elements, some violent content and smoking",USA,English,NA,13998(USA),75233,NA,Color,NA,7.3,1012,PG,2012,NA
Smiley ,"3.5 based on 7,147 user ratings",2012-10-12,Michael J. Gallagher,"Caitlin Gerard,Melanie Papalia,Shane Dawson",25,79,69,4,"urban-legend,internet,college,serial-killer,student","Comedy,Horror","Rated R for violence, terror, language, some sexual references and substance use by teens",USA,English,NA,NA,NA,95,Color,1.85:1,3.5,7147,R,2012,NA
Fun Size ,"5.4 based on 11,215 user ratings",2012-10-26,Josh Schwartz,"Victoria Justice,Johnny Knoxville,Chelsea Handler",37,32,77,NA,"teenage-girl,best-friend,friend,halloween,adult-humor","Adventure,Comedy","Rated PG-13 for crude and suggestive material, partying, and language",USA,English,1.4e+07,4101017(USA),9402410,86,Color,2.35:1,5.4,11215,PG-13,2012,0.671600714285714
Marley ,"8.0 based on 10,864 user ratings",2012-04-20,Kevin Macdonald,"Bob Marley,Ziggy Marley,Jimmy Cliff",82,38,131,NA,"interview,musician,surname-as-title,soccer,music-video","Documentary,Biography,Music","Rated PG-13 for drug content, thematic elements and some violent images","UK,USA","English,French,German",NA,262004(USA),1412124,144,Color,1.85:1,8,10864,PG-13,2012,NA
In Search of Avery Willard ,6.9 based on 11 user ratings,2012-06-19,NA,NA,NA,1,NA,NA,"photographer,queer,erotica,nudity,death","Documentary,Short,Biography,History,News",NA,USA,English,NA,NA,NA,24,Color,1.78:1,6.9,11,NA,2012,NA
King Kelly ,5.1 based on 413 user ratings,2014-05-29,Andrew Neel,"Louisa Krause,Libby Woodbridge,Roderick Hill",66,10,17,NA,"white-panties,panties,upskirt,mini-skirt,masturbation",Drama,NA,USA,English,NA,NA,NA,84,Color,NA,5.1,413,NA,2014,NA
Yeah Kowalski! ,7.0 based on 103 user ratings,2013-06-21,NA,NA,NA,1,2,NA,"crush,13-year-old,surname-in-title,teacher,body-hair","Short,Comedy,Romance",NA,USA,English,NA,NA,NA,10,Color,2.35:1,7,103,NA,2013,NA
After ,"5.4 based on 3,682 user ratings",2012-09-14,Ryan Smith,"Steven Strait,Karolina Wydra,Madison Lintz",NA,27,34,NA,"crash,coma","Fantasy,Horror,Mystery,Thriller",Rated PG-13 for some thematic elements and frightening images,USA,English,650000,NA,NA,90,Color,2.35:1,5.4,3682,PG-13,2012,NA
The Thompsons ,"4.7 based on 1,842 user ratings",2012-12-31,"Mitchell Altieri,Phil Flores","Cory Knauf,Samuel Child,Mackenzie Firgens",NA,11,43,NA,"vampire,england,vampire-attack,masked-man,ski-mask","Drama,Horror,Thriller","Rated R for brutal bloody violence, some strong sexuality, nudity and language","USA,UK",English,3e+06,NA,NA,82,Color,2.35:1,4.7,1842,R,2012,NA
Born to Be Wild ,"7.6 based on 2,532 user ratings",2011-04-08,David Lickley,"Birute Galdikas,Daphne Sheldrick,Morgan Freeman",66,6,41,NA,"rescue,raise,orangutan,elephant,title-spoken-by-narrator","Documentary,Short,Adventure",NA,USA,English,NA,856133(USA),24833997,NA,Color,1.44:1,7.6,2532,NA,2011,NA
Remains ,"4.3 based on 1,732 user ratings",2011-12-06,Colin Theys,"Grant Bowler,Evalena Marie,Tawny Cypress",NA,25,28,NA,"zombie,post-apocalypse,zombie-apocalypse,based-on-graphic-novel,based-on-comic-book","Action,Drama,Horror,Sci-Fi",NA,USA,English,750000,NA,NA,88,Color,1.85:1,4.3,1732,NA,2011,NA
One in the Chamber ,"5.2 based on 3,751 user ratings",2012-11-15,William Kaufman,"Cuba Gooding Jr.,Dolph Lundgren,Claudia Bassols",NA,24,32,NA,"assassin,money,russian,mobster,prague","Action,Crime,Thriller","Rated R for violence, language, brief drug use and sexuality",USA,English,6e+06,NA,NA,91,Color,1.78:1,5.2,3751,R,2012,NA
Excuse Me for Living ,4.8 based on 379 user ratings,2012-10-12,Ric Klass,"Tom Pelphrey,Christopher Lloyd,Robert Vaughn",17,9,2,NA,"psychiatrist,men%27s-group,support-group,father-son-relationship,drug-addict","Comedy,Romance",NA,USA,English,NA,NA,NA,106,Color,NA,4.8,379,NA,2012,NA
The Reef 2: High Tide ,3.9 based on 606 user ratings,2012-10-30,"Mark A.Z. Dippé,Taedong Park","Audrey Wasilewski,Rob Schneider,Jack Mullins",NA,2,10,NA,NA,"Animation,Family,Musical",Rated PG for some mild menace and rude humor,"South Korea,USA",English,NA,NA,NA,80,Color,NA,3.9,606,PG,2012,NA
Take Shelter ,"7.4 based on 67,989 user ratings",2011-11-10,Jeff Nichols,"Michael Shannon,Jessica Chastain,Shea Whigham",85,219,359,2,"schizophrenia,mysterious-event,ambiguous-ending,firefly,storm","Drama,Thriller",Rated R for some language,USA,English,5e+06,52041(USA),1729969,121,Color,2.35:1,7.4,67989,R,2011,0.3459938
Abraham Lincoln vs. Zombies ,"3.2 based on 3,286 user ratings",2012-05-29,Richard Schenkman,"Bill Oberst Jr.,Kent Igleheart,Rhianna Van Helton",NA,46,62,NA,"hit-by-a-train,head-cut-off,1860s,gore,blood-splatter","Action,Comedy,Horror",Rated R for bloody zombie violence,USA,English,150000,NA,NA,96,Color,1.78:1,3.2,3286,R,2012,NA
Sabbatical ,6.3 based on 22 user ratings,2012-06-15,NA,NA,NA,NA,1,NA,NA,"Short,Comedy,Romance",NA,USA,English,NA,NA,NA,12,Color,NA,6.3,22,NA,2012,NA
True Bloodthirst ,"4.1 based on 1,360 user ratings",2012-07-14,Todor Chapkanov,"Andrew Lee Potts,Heida Reed,Claudia Bassols",NA,19,10,NA,NA,"Action,Horror,Sci-Fi",NA,USA,English,NA,NA,NA,90,Color,NA,4.1,1360,NA,2012,NA
Only God Forgives ,"5.7 based on 83,000 user ratings",2013-05-22,Nicolas Winding Refn,"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm",37,475,440,1,"punishment,drug-dealer,brutal-cop,thai-boxing,vengeance","Crime,Drama","Rated R for strong bloody violence including grisly images, sexual content and language","Denmark,Sweden,Thailand,USA,France","English,Thai",4800000,313958(USA),778565,90,Color,1.85:1,5.7,83000,R,2013,0.162201041666667
Summer Bummer ,6.5 based on 36 user ratings,2012-03-09,NA,NA,NA,NA,1,NA,NA,"Animation,Short,Comedy",NA,USA,English,NA,NA,NA,2,Color,1.78:1,6.5,36,NA,2012,NA
The Babymakers ,"5.0 based on 7,470 user ratings",2012-08-24,Jay Chandrasekhar,"Paul Schneider,Olivia Munn,Kevin Heffernan",30,19,71,4,"sperm,sperm-bank,caught-masturbating,masturbation,infertility",Comedy,"Rated R for crude and sexual content, brief graphic nudity, language and some drug use",USA,English,NA,5215(USA),5215,95,Color,2.35:1,5,7470,R,2012,NA
Nazis at the Center of the Earth ,"3.1 based on 2,998 user ratings",2012-04-24,Joseph J. Lawson,"Dominique Swain,Jake Busey,Joshua Michael Allen",NA,60,46,NA,"antarctica,nazi,exposed-brain,rope,betrayal","Action,Adventure,Sci-Fi,Thriller","Rated R for bloody violence and gore, some nudity and brief language",USA,"English,German",NA,NA,NA,89,Color,1.78:1/(highdefinition),3.1,2998,R,2012,NA
Somm ,"7.0 based on 2,712 user ratings",2013-06-21,Jason Wise,"Bo Barrett,Shayn Bjornholm,Dave Cauble",58,20,25,NA,"sommelier,test,napa-valley,champagne,grapes",Documentary,NA,USA,"English,Italian,German,French",NA,28050(USA),170561,94,Color,16:9HD,7,2712,NA,2013,NA
The Lincoln Lawyer ,"7.3 based on 173,618 user ratings",2011-03-18,Brad Furman,"Matthew McConaughey,Marisa Tomei,Ryan Phillippe",63,202,274,2,"plot-twist,defense-attorney,defense-lawyer,prostitute,lawyer","Crime,Drama,Thriller","Rated R for some violence, sexual content and language",USA,English,4e+07,£571836(UK),57981889,118,Color,2.35:1,7.3,173618,R,2011,1.449547225
Tiger Eyes ,"6.4 based on 1,523 user ratings",2013-06-07,Lawrence Blume,"Willa Holland,Amy Jo Johnson,Tatanka Means",56,7,21,NA,"native-american,grieving,drinking-problem,cancer,character-nickname-in-title",Drama,"Rated PG-13 for thematic material including a violent incident, and some teen drinking",USA,English,NA,10874(USA),25163,92,Color,NA,6.4,1523,PG-13,2013,NA
Toy Story Toons: Small Fry ,"7.2 based on 2,980 user ratings",2011-11-23,NA,NA,NA,8,6,NA,"impostor,fast-food-restaurant,anthropomorphic-toy,buzz-lightyear,escape","Animation,Short,Comedy,Family,Fantasy",NA,USA,English,NA,NA,NA,NA,Color,1.85:1,7.2,2980,NA,2011,NA
Red Hook Summer ,"5.0 based on 1,247 user ratings",2013-05-17,Spike Lee,"Jules Brown,Thomas Jefferson Byrd,Toni Lysaith",48,15,64,NA,"three-word-title,season-in-title,place-name-in-title,color-in-title,written-and-directed-by-cast-member",Drama,"Rated R for brief violence, language and a disturbing situation",USA,English,NA,40070(USA),338803,NA,Color,1.85:1,5,1247,R,2013,NA
The Help ,"8.1 based on 318,297 user ratings",2011-08-10,Tate Taylor,"Emma Stone,Viola Davis,Octavia Spencer",62,460,373,470,"black-servant,maid,jackson-mississippi,chocolate-pie,writing-a-novel",Drama,Rated PG-13 for thematic material,"USA,India,United Arab Emirates",English,2.5e+07,26044590(USA),169705587,NA,Color,1.85:1,8.1,318297,PG-13,2011,6.78822348
Josephine and the Roach ,7.6 based on 129 user ratings,2012-05-20,NA,NA,NA,3,2,NA,NA,"Short,Comedy,Fantasy,Romance",NA,USA,English,NA,NA,NA,15,Color,NA,7.6,129,NA,2012,NA
The Rift ,"7.3 based on 5,044 user ratings",2012-09-14,Robert Kouba,"Eileen Grubba,James DiStefano,Ralph Guzzo",NA,18,1,NA,"rift,pictures","Short,Sci-Fi,Thriller",NA,"USA,Switzerland",English,20000,NA,NA,26,Color,2.35:1,7.3,5044,NA,2012,NA
New Year's Eve ,"5.6 based on 66,502 user ratings",2011-12-09,Garry Marshall,"Sarah Jessica Parker,Jessica Biel,Ashton Kutcher",22,134,200,2,"new-year,new-year%27s-eve,singer,expecting,kiss","Comedy,Romance",Rated PG-13 for language including some sexual references,USA,English,5.6e+07,13019180(USA),54540525,113,Color,1.85:1,5.6,66502,PG-13,2011,0.973937946428571
Nefarious: Merchant of Souls ,7.7 based on 388 user ratings,2011-08-11,"Benjamin Nolot,Matt Dickey","Christian Simpson,Jon Morgan Woodward,Chad T. Wood",NA,36,3,NA,"slavery,sex-trafficking,sex-crime,prostitute,injustice",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,7.7,388,NA,2011,NA
Steve Jobs: The Lost Interview ,"8.1 based on 1,183 user ratings",2012-09-06,Paul Sen,"Steve Jobs,Robert X. Cringely",NA,8,19,NA,NA,Documentary,NA,USA,English,NA,2599(USA),104286,70,Color,1.85:1,8.1,1183,NA,2012,NA
Branded ,"4.7 based on 7,748 user ratings",2012-09-07,"Jamie Bradshaw,Aleksandr Dulerayn","Ed Stoppard,Leelee Sobieski,Jeffrey Tambor",20,82,41,NA,"advertising-agency,fast-food,hamburger,hallucination,constellation","Drama,Fantasy,Thriller",Rated R for language and some sexual content,"USA,Russia","English,Russian",NA,240565(USA),353468,NA,Color,2.35:1,4.7,7748,R,2012,NA
Tom and Jerry: Robin Hood and His Merry Mouse ,6.5 based on 485 user ratings,2012-09-28,"Spike Brandt,Tony Cervone","Jamie Bamber,Charles Shaughnessy,John Michael Higgins",NA,3,3,NA,NA,"Animation,Comedy,Family",NA,USA,English,NA,NA,NA,65,Color,NA,6.5,485,NA,2012,NA
"3, 2, 1... Frankie Go Boom ","6.0 based on 4,042 user ratings",2012-03-10,Jordan Roberts,"Charlie Hunnam,Chris O'Dowd,Lizzy Caplan",51,25,40,NA,"jock-strap,hand-kissing,condom,viral-video,beard",Comedy,NA,USA,English,NA,NA,NA,89,Color,2.35:1,6,4042,NA,2012,NA
Playback ,"4.2 based on 4,131 user ratings",2012-03-09,Michael A. Nickles,"Christian Slater,Ambyr Childers,Toby Hemingway",NA,51,50,NA,"evil,high-school,police-officer,high-school-student,teenager","Horror,Thriller","Rated R for bloody violence, sexual content/nudity and some teen partying",USA,English,1600000,252(USA),252,98,Color,1.78:1,4.2,4131,R,2012,0.0001575
Beginners ,"7.2 based on 73,220 user ratings",2011-06-09,Mike Mills,"Ewan McGregor,Christopher Plummer,Mélanie Laurent",81,142,261,3,"gay-relationship,death,cancer,french,actress","Comedy,Drama,Romance",Rated R for language and some sexual content,USA,"English,French",3200000,141340(USA),5776314,105,Color,1.85:1,7.2,73220,R,2011,1.805098125
Shadowboxer ,"5.6 based on 5,998 user ratings",2006-07-14,Lee Daniels,"Cuba Gooding Jr.,Helen Mirren,Vanessa Ferlito",33,75,49,NA,"pubic-hair,male-pubic-hair,gangster,cancer,baby","Action,Crime,Drama,Thriller","Rated R for strong graphic violence and sexuality, nudity, language and some drug use",USA,English,NA,103238(USA),370627,93,Color,2.35:1,5.6,5998,R,2006,NA
Cowgirls 'n Angels ,"6.1 based on 1,084 user ratings",2012-07-06,Timothy Armstrong,"Bailee Madison,Dusta Kimzey,Richard Levi",NA,19,6,NA,NA,Family,Rated PG for mild thematic elements and brief language,USA,English,NA,54675(USA),119782,92,Color,NA,6.1,1084,PG,2012,NA
Good Deeds ,"5.4 based on 6,346 user ratings",2012-02-24,Tyler Perry,"Tyler Perry,Gabrielle Union,Thandie Newton",43,43,42,NA,"businessman,wordplay-in-title,narrated-by-character,mean-brother,fight","Comedy,Drama,Romance","Rated PG-13 for sexual content, language, some violence and thematic material",USA,English,NA,15583924(USA),35010192,NA,Color,2.35:1,5.4,6346,PG-13,2012,NA
Zombies Vs. Strippers ,3.5 based on 556 user ratings,2012-07-09,Alex Nicolaou,"Circus-Szalewski,Eve Mauro,Victoria Levine",NA,10,20,NA,"blood,strip-club,sunglasses,stripper-pole,topless","Comedy,Horror","Rated R for bloody horror violence, sexuality/nudity, language and some drug use",USA,English,5e+05,NA,NA,75,Color,NA,3.5,556,R,2012,NA
Toy Story Toons: Hawaiian Vacation ,"7.5 based on 4,631 user ratings",2011-06-24,NA,NA,NA,8,6,NA,"barbie,vacation,first-kiss,anthropomorphic-toy,kiss","Animation,Short,Comedy,Family,Fantasy",NA,USA,English,NA,NA,NA,NA,Color,1.85:1,7.5,4631,NA,2011,NA
Crazy Eyes ,4.0 based on 457 user ratings,2012-03-11,Adam Sherman,"Lukas Haas,Madeline Zima,Jake Busey",31,9,13,NA,NA,Comedy,NA,USA,English,1e+07,3259(USA),6106,NA,Color,1.78:1,4,457,NA,2012,0.0006106
The Sleepover ,7.3 based on 84 user ratings,2012-10-12,Chris Cullari,"Josh Feldman,Gus Kamp,Carolyn Jania",NA,2,NA,NA,NA,"Short,Comedy,Horror",NA,USA,English,NA,NA,NA,6,Color,NA,7.3,84,NA,2012,NA
Arcadia ,6.1 based on 435 user ratings,2014-01-01,Olivia Silver,"Ryan Simpkins,Ty Simpkins,Kendall Toole",NA,5,21,NA,"moving,cross-country,california,station-wagon,baseball",Drama,NA,USA,English,NA,NA,NA,91,Color,2.35:1,6.1,435,NA,2014,NA
The Citizen ,"7.0 based on 2,814 user ratings",2013-09-27,Sam Kadi,"Khaled Nabawy,Agnes Bruckner,Rizwan Manji",38,10,15,NA,NA,Drama,Rated PG-13 for thematic elements and brief violence,USA,"English,Arabic",NA,11655(USA),24296,99,Color,1.85:1,7,2814,PG-13,2013,NA
Gods Behaving Badly ,6.3 based on 70 user ratings,2013-11-13,NA,NA,NA,NA,2,NA,NA,"Comedy,Drama",NA,USA,English,NA,NA,NA,90,Color,NA,6.3,70,NA,2013,NA
Dark Tide ,"4.3 based on 6,586 user ratings",2012-04-12,John Stockwell,"Halle Berry,Olivier Martinez,Ralph Brown",23,44,52,1,"shark,diver,great-white-shark,cage,boat","Adventure,Drama,Thriller","Rated PG-13 for bloody shark attacks/disturbing images, and for language including sexual references","USA,South Africa",English,2.5e+07,NA,NA,NA,Color,2.35:1,4.3,6586,PG-13,2012,NA
Call Me Kuchu ,7.6 based on 631 user ratings,2013-06-14,"Katherine Fairfax Wright,Malika Zouhali-Worrall","David Kato,Christopher Senyonjo",80,7,39,NA,"uganda,persecution,murder,homosexuality,gay","Documentary,Drama",NA,"USA,Uganda",English,NA,571(USA),8941,87,Color,NA,7.6,631,NA,2013,NA
King Corn ,"7.1 based on 1,722 user ratings",2009-04-25,Aaron Woolf,"Bob Bledsoe,Earl L. Butz,Dawn Cheney",70,25,27,NA,"corn,food,iowa,farm,processed-food",Documentary,NA,USA,English,NA,6753(USA),81368,88,Color,1.78:1,7.1,1722,NA,2009,NA
Harvest of Empire ,7.8 based on 108 user ratings,2012-09-28,"Peter Getzels,Eduardo Lopez","Junot Diaz,Luis Enrique,Juan Gonzalez",66,2,4,NA,"immigration,latino,us-government-deception,cia,assassination","Documentary,History,News",NA,USA,English,NA,10321(USA),57566,90,Color,NA,7.8,108,NA,2012,NA
Puss in Boots ,"6.7 based on 114,132 user ratings",2011-10-28,Chris Miller,"Antonio Banderas,Salma Hayek,Zach Galifianakis",65,137,246,2,"friend,goose,hero,egg,betrayal","Animation,Action,Adventure,Comedy,Family,Fantasy",Rated PG for some adventure action and mild rude humor,USA,"English,Spanish",1.3e+08,34077439(USA),149234747,90,Color,2.35:1,6.7,114132,PG,2011,1.14795959230769
Austenland ,"6.3 based on 14,826 user ratings",2013-09-27,Jerusha Hess,"Keri Russell,JJ Feild,Jennifer Coolidge",42,65,102,3,"obsession,costume,kissing,love-triangle,rivalry","Comedy,Romance",Rated PG-13 for some suggestive content and innuendo,"UK,USA",English,NA,40662(USA),2151202,97,Color,2.35:1,6.3,14826,PG-13,2013,NA
Four ,5.8 based on 346 user ratings,2013-09-13,Joshua Sanchez,"E.J. Bonilla,Emory Cohen,Aja Naomi King",NA,3,16,NA,"gay,coming-of-age,gay-kiss,gay-character,gay-father",Drama,"Rated R for sexual content, language and brief drug use",USA,English,2e+05,NA,NA,75,Color,NA,5.8,346,R,2013,NA
Scenes from a Gay Marriage ,5.8 based on 730 user ratings,2012-10-20,Matt Riddlehoover,"Matt Riddlehoover,Carson Nicely,Cliff Burr",NA,4,5,NA,"neighbor,gay-interest,title-is-a-movie-reference,homosexual,loud-sex","Comedy,Drama,Romance",NA,USA,English,1e+05,NA,NA,83,Color,1.85:1,5.8,730,NA,2012,NA
Picture. Perfect. ,8.1 based on 39 user ratings,2013-04-25,NA,NA,NA,NA,1,NA,NA,"Short,Drama",NA,USA,English,NA,NA,NA,25,Color,NA,8.1,39,NA,2013,NA
Archetype ,6.5 based on 319 user ratings,2011-06-03,NA,NA,NA,2,1,NA,NA,"Short,Sci-Fi",NA,USA,English,25000,NA,NA,7,Color,NA,6.5,319,NA,2011,NA
The Package ,"5.1 based on 3,081 user ratings",2013-02-09,Jesse V. Johnson,"Steve Austin,Dolph Lundgren,Eric Keenleyside",NA,29,34,NA,"crime-lord,gangster,fight,courier,tommy-gun","Action,Crime,Thriller",Rated R for strong violence throughout,"USA,Canada",English,NA,1095(USA),1277,95,Color,1.78:1/(highdefinition),5.1,3081,R,2013,NA
Girl in Progress ,"5.6 based on 5,467 user ratings",2012-08-10,Patricia Riggen,"Eva Mendes,Cierra Ramirez,Patricia Arquette",45,18,30,NA,"coming-of-age,bare-chested-male,parent-child-relationship,teenage-girl,maturation","Comedy,Drama","Rated PG-13 for mature thematic elements, sexual content including crude references, and drinking - all involving teens",USA,"English,Spanish",5e+06,1384078(USA),2594878,NA,Color,2.35:1,5.6,5467,PG-13,2012,0.5189756
Quiet Ryan ,6.4 based on 104 user ratings,2011-11-05,Lauren Palmigiano,"Ryan Gosling,Carey Mulligan,Michelle Williams",NA,NA,NA,NA,NA,"Short,Comedy",NA,USA,English,NA,NA,NA,2,Color,1.78:1,6.4,104,NA,2011,NA
Stitch ,3.3 based on 463 user ratings,2014-02-14,NA,NA,NA,14,11,NA,NA,Horror,NA,USA,English,1500000,NA,NA,94,Color,1.78:1,3.3,463,NA,2014,NA
Gregory Crewdson: Brief Encounters ,7.2 based on 416 user ratings,2012-10-31,Ben Shapiro,"Costanza Theodoli Braschi,Gregory Crewdson,Samantha Ressler",87,2,10,NA,NA,"Documentary,Biography,Drama",NA,USA,English,NA,1492(USA),58978,78,Color,NA,7.2,416,NA,2012,NA
The Frozen ,"4.4 based on 1,488 user ratings",2012-10-10,Andrew Hyatt,"Sedona James,Seth David Mitchell,Brit Morgan",NA,28,12,NA,two-word-title,"Horror,Thriller","Rated PG-13 for some bloody images, brief strong language and terror",USA,English,250000,NA,NA,95,Color,NA,4.4,1488,PG-13,2012,NA
Atlas Shrugged: Part I ,"5.8 based on 11,411 user ratings",2011-04-15,Paul Johansson,"Taylor Schilling,Grant Bowler,Matthew Marsden",28,309,63,NA,"railroad,motor,railroad-company,new-york-city-new-york,self-made-man","Drama,Mystery,Sci-Fi",Rated PG-13 for some sexuality,USA,English,2e+07,1686347(USA),4563873,97,Color,2.35:1,5.8,11411,PG-13,2011,0.22819365
Maximum Conviction ,"4.9 based on 5,151 user ratings",2013-01-12,Keoni Waxman,"Steven Seagal,Steve Austin,Michael Paré",NA,36,54,NA,"prison,prisoner,mercenary,female-prisoner,gash-in-the-face","Action,Adventure,Thriller",Rated R for violence and language throughout,USA,English,NA,NA,NA,NA,Color,1.78:1,4.9,5151,R,2013,NA
Apart ,5.4 based on 515 user ratings,2011-02-01,Aaron Rottinghaus,"Olesya Rulin,Josh Danziger,Bruce McGill",43,16,8,NA,"homage,critically-acclaimed,schizophrenic,loss-of-memory,deception","Drama,Mystery,Romance,Thriller",NA,USA,English,NA,NA,NA,85,Color,NA,5.4,515,NA,2011,NA
GasLand ,"7.7 based on 9,346 user ratings",2011-01-17,NA,NA,NA,47,54,NA,"energy,fracking,natural-gas,well,groundwater",Documentary,NA,USA,English,NA,2641(USA),30846,107,Color,NA,7.7,9346,NA,2011,NA
Restless ,"6.8 based on 15,017 user ratings",2011-04-06,Gus Van Sant,"Mia Wasikowska,Henry Hopper,Ryô Kase",47,32,160,NA,"japanese,kamikaze,ghost,love,funeral","Drama,Romance",Rated PG-13 for thematic elements and brief sensuality,USA,English,1.5e+07,15467(USA),163141,91,Color,1.85:1,6.8,15017,PG-13,2011,0.0108760666666667
Dead Season ,"4.8 based on 2,769 user ratings",2012-07-05,NA,NA,NA,34,26,NA,"zombie,cannibalism,zombie-apocalypse,cult-film,post-apocalypse","Horror,Sci-Fi",NA,USA,English,NA,NA,NA,85,Color,1.78:1,4.8,2769,NA,2012,NA
Bullet to the Head ,"5.7 based on 39,204 user ratings",2013-02-01,Walter Hill,"Sylvester Stallone,Jason Momoa,Christian Slater",48,131,279,3,"detective,bullet,corruption,bar,lawyer","Action,Thriller","Rated R for strong violence, bloody images, language, some nudity and brief drug use",USA,English,5.5e+07,4548201(USA),9483821,92,Color,1.85:1,5.7,39204,R,2013,0.172433109090909
Nitro Circus: The Movie ,"6.7 based on 5,038 user ratings",2012-08-08,"Gregg Godfrey,Jeremy Rawle","Travis Pastrana,Tommy Passemante,Jeremy Rawle",43,12,27,NA,"skateboard-jump,cheering-crowd,watermelon,gap-jump,woman-in-a-bikini","Documentary,Action,Comedy","Rated PG-13 for depiction of extreme and dangerous stunts throughout, and for language",USA,English,NA,1183701(USA),3376905,NA,Color,1.78:1,6.7,5038,PG-13,2012,NA
Role/Play ,5.1 based on 715 user ratings,2010-06-03,NA,NA,NA,5,12,NA,"activist,soap-opera,actor,gay-marriage,male-nudity",Drama,NA,USA,English,NA,NA,NA,85,Color,1.78:1,5.1,715,NA,2010,NA
Tell Tale ,6.5 based on 165 user ratings,2010-04-01,NA,NA,NA,2,2,NA,NA,"Short,Drama",NA,USA,English,NA,NA,NA,8,Color,NA,6.5,165,NA,2010,NA
Union Square ,5.1 based on 428 user ratings,2012-07-13,Nancy Savoca,"Tammy Blanchard,Mira Sorvino,Patti LuPone",55,8,21,NA,title-directed-by-female,Drama,NA,USA,English,NA,2527(USA),44830,80,Color,NA,5.1,428,NA,2012,NA
Capital Games ,5.5 based on 336 user ratings,2013-07-19,NA,NA,NA,5,3,NA,"male-frontal-nudity,male-rear-nudity,gay,gay-interest,male-full-frontal-nudity",Romance,NA,USA,English,2e+05,NA,NA,97,Color,1.78:1,5.5,336,NA,2013,NA
Gimme the Loot ,"6.6 based on 1,777 user ratings",2013-01-02,Adam Leon,"Ty Hickson,Tashiana Washington,Joshua Rivera",81,16,71,NA,"interracial-kiss,drug-dealing,drug-dealer,drugs,stealing","Comedy,Crime,Drama",NA,USA,English,NA,21065(USA),97768,79,Color,1.85:1,6.6,1777,NA,2013,NA
Hardflip ,5.6 based on 601 user ratings,2012-06-01,Johnny Remo,"Randy Wayne,John Schneider,Rosanna Arquette",NA,5,2,NA,"loss-of-mother,san-diego-california,single-mother,suicide-attempt,family-relationships","Action,Drama","Rated PG-13 for mature thematic material, and teen drug and alcohol content",USA,English,1e+06,49879(USA),96734,112,Color,1.85:1,5.6,601,PG-13,2012,0.096734
"Creating the World of Harry Potter, Part 8: Growing Up ",8.5 based on 34 user ratings,2012-09-07,NA,"Jessie Cave,Chris Columbus,Alfonso Cuarón",NA,NA,NA,NA,"ten-word-title,colon-in-title,comma-in-title,eighth-part,reference-to-harry-potter",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,8.5,34,NA,2012,NA
