actor,gross,budget,num
Joe Schenck,0,0,0
Susan Misner,0,0,0
Mehmet Günsür,0,0,0
Joseph Tuccio,0,0,0
Richard Courtney,0,0,0
James McCarthy,0,0,0
Frida Farrell,0,0,0
Nick Mancuso,0,0,0
Rhett Giles,0,0,0
Jonathan LaPaglia,0,0,0
Larry Drake,0,0,0
Amber Benson,0,0,0
Jun Kim,0,0,0
Jun-ho Jeong,0,0,0
Vince Acevedo,0,0,0
Natalee Arteaga,0,0,0
Ari Kahtib,0,0,0
Yvette Nipar,0,0,0
Haley Ramm,1435950,1e+07,1
Vanessa Williams,0,0,0
Kevin Daniels,0,0,0
Ben Burtt,223806889,1.8e+08,1
Elissa Knight,223806889,1.8e+08,1
Christopher Fitzgerald,45755616,7e+07,2
Amy Ryan,35707327,5.5e+07,1
Bee Vang,148085755,3.3e+07,1
Christopher Carley,148085755,3.3e+07,1
Rebecca Hall,182193605,183850000,5
Jessica Lucas,117946178,5.7e+07,2
Lizzy Caplan,80452570,2.8e+07,2
Brian Geraghty,15704068,2.1e+07,3
Len Cariou,0,0,0
Sarah McElligott,0,0,0
Amir Talai,0,0,0
Bradley Cooper,2284616708,1024500000,21
Chuck Blaum,0,0,0
Adam Neal Smith,0,0,0
Ethel Lung,0,0,0
Eric Dane,286302946,1.2e+08,2
Amanda Seyfried,563429159,4.05e+08,11
Leo Bill,0,0,0
Julian Bleach,0,0,0
Aiden Lithgow,0,0,0
José María Yazpik,200399,2e+07,1
Carol Burnett,160902880,1e+08,2
Mark Strong,39387229,78500000,2
Sarah Bolger,71148699,9e+07,1
Rosemarie DeWitt,51485438,67250000,5
Robert Pattinson,1421566679,4.53e+08,8
Billy Burke,191449475,3.7e+07,1
Carice van Houten,86396369,1.16e+08,3
Asa Butterfield,206164373,402500000,4
Rupert Friend,31512160,67500000,3
Miley Cyrus,394835531,2.2e+08,5
Susie Essman,114053579,1.5e+08,1
Melissa Leo,16075099,2.6e+07,3
Misty Upham,2508841,1e+06,1
Charlie McDermott,2508841,1e+06,1
Marisol Nichols,0,0,0
Vincent Miller,0,0,0
Josh Peck,34934754,5.2e+07,4
Drake Bell,30565753,41500000,2
Leslie Nielsen,32873554,4.7e+07,2
Thomas Campbell,0,0,0
Shepard Fairey,0,0,0
Jo Jackson,0,0,0
David Koppell,856942,2e+05,1
Ben Barnes,158790923,3.2e+08,2
Skandar Keynes,141614023,2.25e+08,1
Tal Bachman,12995673,2500000,1
Jonathan Boulden,12995673,2500000,1
Saoirse Ronan,118719046,1.9e+08,4
Jennifer Hudson,37766350,1.1e+07,1
Anita Briem,104068768,8.5e+07,3
Tye Olson,5343,1200000,1
Kyle Clare,5343,1200000,1
Ellie Araiza,5343,1200000,1
Kat Dennings,52403602,4.9e+07,2
Demián Bichir,1754319,1e+07,1
Rodrigo Santoro,66035557,76100000,2
Noah Emmerich,15709385,3e+07,1
Elle Fanning,371919329,2.44e+08,4
Bill Pullman,4065940,8500000,2
Danny Glover,11169531,2e+07,1
Paula Antebi,0,0,0
Will Barnet,0,0,0
Robert Barry,0,0,0
Archie Panjabi,23527748,2.2e+07,1
Laz Alonso,45212281,51600000,2
Robert Hoffman,83206559,6.8e+07,2
Briana Evigan,84859934,8.4e+07,3
Cassie Ventura,58006147,2.3e+07,1
Zabou Breitman,0,0,0
Mariella Frostrup,0,0,0
Karoline Herfurth,0,0,0
Jill Wagner,0,0,0
Mathieu Amalric,227442200,2.25e+08,2
Kristen Bell,928012867,430800000,9
Jason Segel,693097420,4.06e+08,10
Sean Faris,24848292,2e+07,1
Jesse McCartney,0,0,0
Margo Harshman,0,0,0
Alex Loynaz,0,0,0
Hale Appleman,0,0,0
Brandon Francis,0,0,0
Clark Duke,20679619,3.3e+07,2
Amanda Crew,8396942,1.9e+07,1
Julie Benz,50672561,8.5e+07,2
Matthew Marsden,51852148,9e+07,3
Matt Lanter,71812444,28500000,2
Nika Futterman,35154336,8500000,1
Tom Kane,35154336,8500000,1
Erin Bethea,33451479,5e+05,1
Zac Efron,641118484,2.23e+08,9
Vanessa Hudgens,203336588,156200000,7
Ashley Tisdale,147771102,7.6e+07,3
Josh Gad,86986860,5e+07,3
Selena Gomez,233157054,1.2e+08,4
Drew Seeley,0,0,0
Jane Lynch,189412677,1.65e+08,1
Christopher Masterson,0,0,0
Brooke Burns,0,0,0
Pell James,25352,3500000,1
Rob Corddry,181316681,1.25e+08,4
Jason Marsden,0,0,0
Scott Menville,0,0,0
Ray Stevenson,103958577,1.27e+08,3
Souleymane Sy Savane,0,0,0
Red West,0,0,0
Diana Franco Galindo,0,0,0
Jim Olson,0,0,0
Tony Clarke,0,0,0
Maude Barlow,0,0,0
Neil Patrick Harris,479609701,2.58e+08,5
Christopher Meloni,0,0,0
Marco Khan,94770548,1.05e+08,1
Marina Abramovic,498428,1100000,1
Ghada Amer,0,0,0
Caledonia Curry,0,0,0
Lothaire Bluteau,0,0,0
J. Thomas Bailey,0,0,0
Dan Beene,0,0,0
Cliff Bemis,0,0,0
Louis Arcella,0,0,0
Angelica Blandon,0,0,0
Pedro Capo,0,0,0
Kevin McKidd,134774454,1.35e+08,2
Valentino Garavani,0,0,0
Giancarlo Giammetti,0,0,0
Nati Abascal,0,0,0
Michael Asimow,0,0,0
Scott Ellis,0,0,0
Jami Floyd,0,0,0
Emma Stone,1274549083,819200000,14
Hunter S. Thompson,0,0,0
Joe Cairo,0,0,0
Ezra Miller,17738570,1.3e+07,1
Jeremy Allen White,0,0,0
Emory Cohen,0,0,0
Mike Tyson,0,0,0
Mills Lane,0,0,0
Trevor Berbick,0,0,0
Kelly Macdonald,240901319,1.98e+08,4
Alan Alda,113972404,9.4e+07,3
Jessica Chastain,567469404,4.39e+08,11
Frances Fisher,0,0,0
Jenna Jameson,0,0,0
Roxy Saint,0,0,0
LeBron James,0,0,0
Dru Joyce,0,0,0
Romeo Travis,0,0,0
Hannah Bailey,0,0,0
Jake Tusing,0,0,0
Megan Krizmanich,0,0,0
Beau Bridges,40687294,3.5e+07,1
Stephan Bender,6319,1200000,1
Thomas Jay Ryan,6319,1200000,1
Diana Scarwid,6319,1200000,1
Rachael Taylor,25926543,8e+06,1
James Kyson,25926543,8e+06,1
Andy Serkis,497412146,5.18e+08,5
Tanner Cohen,0,0,0
Wendy Robie,0,0,0
Judy McLane,0,0,0
Robert Bixby,0,0,0
Humphrey Bogart,0,0,0
Warren Buffett,0,0,0
Courtney Ford,0,0,0
Casper Van Dien,0,0,0
Stephen Hogan,0,0,0
Jim Brown,0,0,0
Tony Muhammad,0,0,0
Kershaun Scott,0,0,0
Jack Wrangler,0,0,0
Margaret Whiting,0,0,0
Robert Alvarez,0,0,0
Mike Bell,0,0,0
Mark Bell,0,0,0
Brooklynn Proulx,0,0,0
Brian Goodman,0,0,0
Amelia Warner,0,0,0
Carlos Leon,0,0,0
Jill Hennessy,0,0,0
Joel McHale,38536376,2.7e+07,1
Jane Krakowski,0,0,0
Toshiyuki Nishida,0,0,0
Paul Sorvino,140244,8500000,1
Anthony Head,140244,8500000,1
Eva Longoria,7563670,1e+07,1
Lake Bell,34849623,1.5e+07,2
Jessica Lowndes,0,0,0
Ross Kohn,0,0,0
Ross McCall,0,0,0
Davinder Gill,0,0,0
Chris Brasher,0,0,0
Chiara Lepora,0,0,0
Megan Ambuhl Graner,0,0,0
Javal Davis,0,0,0
Ken Davis,0,0,0
Marianna Palka,0,0,0
Eric Edelstein,0,0,0
Kenny Wormald,103561074,4.8e+07,2
Rachele Brooke Smith,0,0,0
Sarah Jayne Jensen,0,0,0
Shiloh Fernandez,0,0,0
Noah Segan,0,0,0
Candice King,0,0,0
Mariel Hemingway,0,0,0
Elizabeth Rice,0,0,0
Thomas Dekker,0,0,0
Kelly Blatz,0,0,0
Penn Badgley,58401464,8e+06,1
Kevin P. Farley,7001720,1.2e+07,1
Keith Szarabajka,0,0,0
Nick Zano,0,0,0
Gillian Anderson,20981633,3e+07,1
Charlie Yeung,15279680,4e+07,1
Shahkrit Yamnarm,15279680,4e+07,1
Tina Fey,349482674,197800000,6
Tyson Beckford,0,0,0
Simon Rex,32014289,2e+07,1
Micheal J. Smith Sr.,76211,7e+05,1
JimMyron Ross,76211,7e+05,1
Tarra Riggs,76211,7e+05,1
Jake Mosser,0,0,0
Aaron Michael Davies,0,0,0
Jeremy Strong,0,0,0
Tina Houtz,0,0,0
Nana Visitor,0,0,0
Jesse Janzen,0,0,0
Tyler Jenich,0,0,0
Bryan McGowan,0,0,0
Amartya Sen,57324,1e+06,1
John Perkins,57324,1e+06,1
Michael Copon,0,0,0
Karen David,0,0,0
Simon Quarterman,53245055,1e+06,1
Chris Conrad,406252,8e+06,1
Gillian Jacobs,43138082,1.8e+07,2
Jimmy Page,0,0,0
The Edge,0,0,0
Jack White,0,0,0
Yoyao Hsueh,0,0,0
Nasim Pedrad,0,0,0
Algenis Perez Soto,0,0,0
Jose Rijo,0,0,0
Walki Cuevas,0,0,0
Naomie Harris,342505680,244900000,4
Adam Scott,42616853,37400000,3
Erik Smith,0,0,0
Tierra Abbott,0,0,0
Jessie Ward,0,0,0
Graham Norris,0,0,0
Matt Boren,0,0,0
Flo Jacobs,0,0,0
Ken Jacobs,0,0,0
Wyatt Cenac,110869,13000,1
Tracey Heggins,110869,13000,1
Elizabeth Acker,110869,13000,1
Kym Whitley,0,0,0
Dick Cheney,0,0,0
Bre Blair,0,0,0
Yann Gael,0,0,0
Kassim Ouma,0,0,0
German Alexander,0,0,0
Bob Avian,0,0,0
Justin Bellero,0,0,0
Michael Brown,519981,9e+05,1
Julie Chen,519981,9e+05,1
Vanessa Lachey,14174654,2.5e+07,1
Nicole Parker,14174654,2.5e+07,1
Eli Bildner,0,0,0
Gregory J. Moorman,0,0,0
Sebastian Spence,0,0,0
Daryl Shuttleworth,0,0,0
Rachel Black,0,0,0
James Brown,0,0,0
Don King,0,0,0
Jared Kusnitz,0,0,0
Greyson Chadwick,0,0,0
Chandler Darby,0,0,0
Antonio Villaraigosa,0,0,0
Ben Stein,7499617,3500000,1
Lili Asvar,7499617,3500000,1
Peter Atkins,7499617,3500000,1
Don Adler,0,0,0
Richard Berkowitz,0,0,0
Susan Brown,0,0,0
Natalya Rudakova,0,0,0
Jake Blauvelt,0,0,0
Kyle Clancy,0,0,0
Reynaldo Rosales,574940,2500000,1
Heidi Dippold,574940,2500000,1
Mick Jagger,0,0,0
Keith Richards,0,0,0
Charlie Watts,0,0,0
Mischa Barton,0,0,0
Lee Atwater,0,0,0
Tucker Eskew,0,0,0
Joe Sligh,0,0,0
Assumpta Serna,0,0,0
Nicole Beharie,0,0,0
Alfre Woodard,84263837,6500000,1
Daniel Caltagirone,0,0,0
Rebekah Brandes,0,0,0
Daniel Bonjour,0,0,0
Greg Cirulnick,0,0,0
Michael D. Coe,0,0,0
Ian Graham,0,0,0
Nikolai Grube,0,0,0
Cassidy Ladden,0,0,0
Romany Malco,32380115,69600000,3
Mozhan Marnò,0,0,0
Caroline Hyatt,0,0,0
Britt Medlin,0,0,0
Alison Grace Norwood,0,0,0
Masi Oka,0,0,0
Nate Torrence,0,0,0
Jayma Mays,91836913,1.31e+08,2
Chris Geere,0,0,0
Adam Croasdell,0,0,0
Anupam Kher,231008,2.8e+07,2
Najarra Townsend,0,0,0
Jake Abel,26616999,4e+07,1
Matthew Thompson,0,0,0
Anthony Jenkins,0,0,0
Stephen Heiser,0,0,0
Ben Phillips,0,0,0
Steve Guttenberg,0,0,0
Sophie Traub,0,0,0
Bao Phi,0,0,0
Bob Roeglin,0,0,0
Carrie Lennox,0,0,0
Jonas Ball,95,4e+06,1
Matthew R. Anderson,95,4e+06,1
Peter Coyote,0,0,0
Jason London,0,0,0
Vivien Cardone,0,0,0
Donald Spoto,0,0,0
Martin Scorsese,0,0,0
Mark Goldblatt,0,0,0
Amanda Walsh,0,0,0
Willa Holland,0,0,0
Desmond Harrington,0,0,0
Lea Thompson,13998282,1.6e+07,1
Julie Mond,0,0,0
Janet Johnson Bryant,0,0,0
Etweda Cooper,0,0,0
Vaiba Flomo,0,0,0
Noah Crawford,0,0,0
Brenna O'Brien,0,0,0
Aidan Drummond,0,0,0
Malcolm Stewart,0,0,0
Tom Bastounes,692572,1e+07,2
Adam Rothenberg,15979,4e+06,1
Ethan Peck,15979,4e+06,1
Don McManus,0,0,0
Ryanne Duzich,0,0,0
Teddy Dunn,0,0,0
Jessica Stroup,43818159,2e+07,1
John Schuk,0,0,0
David Dempster,0,0,0
Jacob Pitts,0,0,0
Ben Gazzara,0,0,0
Richard Bull,4131640,7500000,1
Tim Conway,0,0,0
Gregg Berger,0,0,0
Josh Cooke,0,0,0
Mike Deadman,0,0,0
Larry Fessenden,14132,1500000,2
Vaughn Lowery,0,0,0
Diana Elizabeth Jordan,0,0,0
Reggie Watkins,0,0,0
Jonathan Silverman,0,0,0
Jennifer Finnigan,0,0,0
Moises Arias,3268335,37500000,3
Bat 'Batman' Baxter,0,0,0
Alex Billig,0,0,0
Wayne Chin,0,0,0
Willie Nelson,36497,6e+06,1
Rachel Dratch,17324636,3.4e+07,2
Ben Browder,0,0,0
Amanda Tapping,0,0,0
Christopher Judge,0,0,0
Cristian Motiu,0,0,0
The Jonas Brothers,65280346,7e+06,1
Kenny Ortega,65280346,7e+06,1
Nathan Gamble,42019483,3.6e+07,1
Jodie Harwood,0,0,0
Grady Bankhead,0,0,0
Ron Cavanaugh,0,0,0
Jonathan Crowley,0,0,0
Kiele Sanchez,0,0,0
Taylor Cole,0,0,0
Josh Henderson,0,0,0
Ross Partridge,0,0,0
Steve Zissis,0,0,0
Dameon Clarke,1798,4e+06,2
Bill Clinton,0,0,0
Paul Farmer,0,0,0
Michael Scovotti,0,0,0
Ross Marquand,0,0,0
Michael Wincott,0,0,0
Mary Helen Ayres,0,0,0
Sylvie Blaustein,0,0,0
Tarah Paige,0,0,0
Bostin Christopher,0,0,0
Ashley Johnson,0,0,0
Carlos Bernard,0,0,0
Mathew St. Patrick,0,0,0
Rockmond Dunbar,0,0,0
Frances Anderton,0,0,0
Tom Ford,0,0,0
Frank Gehry,0,0,0
Erin Cahill,0,0,0
Charles Hittinger,0,0,0
Mimi Michaels,0,0,0
James Murray,0,0,0
Raphaël Coleman,0,0,0
Kelly Perine,0,0,0
Haley Bennett,13350177,5e+06,1
Chace Crawford,13350177,5e+06,1
Jake Weber,13350177,5e+06,1
Tom Arnold,0,0,0
Armando Acevedo,0,0,0
Holland Hayes,0,0,0
Hilarie Burton,0,0,0
Brando Eaton,0,0,0
Bill Cobbs,0,0,0
Lisa Crilley,0,0,0
Chris Devlin,0,0,0
Steven Kaplan,53760,2e+06,1
Etsuko Shikata,0,0,0
Christine Lakin,27696,9e+06,1
Joe Manganiello,66009973,14800000,1
Ken Anderson,0,0,0
Channon Roe,0,0,0
Kevin Covais,4693919,6500000,1
Andrew Caldwell,4693919,6500000,1
Joshua Tickell,173783,2500000,1
Barbara Boxer,173783,2500000,1
Richard Branson,173783,2500000,1
Chris Elwood,0,0,0
John Michael Higgins,0,0,0
Rob Benedict,0,0,0
Simon Miller,0,0,0
Justin Tensen,0,0,0
Rob Harmon,0,0,0
Joe Swanberg,36957575,6e+06,3
Alison Bagnall,0,0,0
Forrest Landis,0,0,0
Tony Curran,1925,2400000,1
Peyton List,1925,2400000,1
Cameron Goodman,1925,2400000,1
Darla Biccum,0,0,0
Travis Aaron Wade,0,0,0
Tina Huang,0,0,0
Howard Johnson Jr.,0,0,0
Axel Feldmann,0,0,0
Grégory Ravary Ellis,0,0,0
Jean Brassard,0,0,0
Cheech Marin,3268335,37500000,3
Bill Alexander,0,0,0
Basil Bold,0,0,0
Greg Ivan Smith,0,0,0
Dan Sturges,0,0,0
Tina Johnson,0,0,0
Dennis Chan,0,0,0
Tim Chiou,0,0,0
Tasha Smith,11508423,2.3e+07,1
Tom Malloy,0,0,0
Brett Miller,0,0,0
Shellie Marie Shartzer,0,0,0
David Fuqua,0,0,0
Fran Kranz,0,0,0
Katt Williams,0,0,0
Tracy Morgan,44867349,3.7e+07,1
Denny Tedesco,0,0,0
Brian Wilson,0,0,0
Dick Clark,0,0,0
Angus Sutherland,0,0,0
Autumn Reeser,0,0,0
Michael Risley,0,0,0
Jana Kramer,0,0,0
Tiffani Thiessen,0,0,0
Rich Franklin,0,0,0
Kelly McCormick,0,0,0
Jeff Turner,0,0,0
Tamela J. Mann,0,0,0
Pedro Castaneda,74494,35000,1
Veronica Loren,74494,35000,1
Abel Becerra,74494,35000,1
Jewel Staite,0,0,0
Justin Baldoni,0,0,0
Marc Bacher,0,0,0
Isaiah Zagar,0,0,0
Julia Zagar,0,0,0
Ezekiel Zagar,0,0,0
David Moscow,0,0,0
Scott Anderson,0,0,0
Paris Campbell,0,0,0
Robert Haley,0,0,0
Adam Kidd,0,0,0
Dustin Varpness,0,0,0
Michael Kirby,0,0,0
Richard Sandore,0,0,0
Brett Cullen,0,0,0
Christian Martin,0,0,0
Jeremy Davis,0,0,0
Ken Gamble,0,0,0
Zach McGowan,0,0,0
Josslyn DeCrosta,0,0,0
Erica Rhodes,0,0,0
David Lombard,0,0,0
Rade Serbedzija,301305,1.3e+07,1
Cole Sprouse,0,0,0
Dylan Sprouse,0,0,0
Kay Panabaker,0,0,0
Noel Arthur,0,0,0
Sybil Azur,0,0,0
Pat Crawford Brown,0,0,0
Stephen Lord,0,0,0
Natalie J. Robb,0,0,0
Mike Lavoie,0,0,0
Matthew Steffens,0,0,0
Chris Branning,0,0,0
Kate Theisen,0,0,0
Chris Schubert,0,0,0
Saul Rubinek,2110,6e+06,1
Brian Austin Green,0,0,0
Melissa Keller,0,0,0
Kayla Ewell,0,0,0
Elliot Swift,6103,1600000,1
Danny Masterson,0,0,0
Aysan Celik,0,0,0
Christian McKay,1186957,2.5e+07,1
Darren Hamlyn,0,0,0
Heather Soon,0,0,0
Leah Dizon,0,0,0
Daniel Sauli,0,0,0
Julien Lucas,0,0,0
Heather Simms,0,0,0
Bob Blank,0,0,0
Ernie Brooks,0,0,0
Allen Ginsberg,0,0,0
Paul Calderon,0,0,0
Renée Elise Goldsberry,0,0,0
Rick Yune,38105077,4e+07,1
Roger Yuan,0,0,0
Dania Ramirez,20275446,3.5e+07,1
David Hornsby,0,0,0
Paul Blackway,0,0,0
Andrew Conway,0,0,0
Anthony DiFulvio,0,0,0
Frank Mentier,1529,1e+06,1
Michael Cardelle,1529,1e+06,1
Jaimyse Haft,1529,1e+06,1
Kathryn Taylor,0,0,0
Brandon Valley Jones,0,0,0
Chonte Harris,0,0,0
Keo Woolford,0,0,0
Prince Gomolvilas,0,0,0
Jack Ong,0,0,0
Trevor Gagnon,14532946,2.5e+07,1
Philip Bolden,14532946,2.5e+07,1
David Gore,14532946,2.5e+07,1
Corey Large,0,0,0
Monica Keena,0,0,0
Gabriel Mann,0,0,0
Lauren German,44000,6e+06,2
Ross Kelly,0,0,0
Stefani Marchesi,0,0,0
Miguel Martinez,0,0,0
Isaac Hayes,0,0,0
Holly Elissa,0,0,0
Missi Pyle,0,0,0
Emily Osment,79566871,3e+07,1
Ellery Sprayberry,0,0,0
Leonard Roberts,0,0,0
Aldis Hodge,0,0,0
Jane Seymour,0,0,0
Eli Roth,120563252,7.7e+07,2
Edward Asner,292979556,1.75e+08,1
Jordan Nagai,292979556,1.75e+08,1
John Ratzenberger,292979556,1.75e+08,1
Geoffrey Arend,32391374,7500000,1
Morgan Lily,93952276,4e+07,1
Quinton Aaron,255950375,2.9e+07,1
Jackie Earle Haley,170562971,1.65e+08,2
Sharlto Copley,558886437,4.84e+08,5
David James,115646235,3e+07,1
Jason Cope,115646235,3e+07,1
Leslie Bibb,206247911,143200000,3
Isabelle Fuhrman,0,0,0
Chris Messina,127728803,5.5e+07,3
Zachary Quinto,514278800,378500000,4
Simon Pegg,530443554,3.55e+08,4
Gabourey Sidibe,47536959,1e+07,1
Michael Pollan,0,0,0
Eric Schlosser,0,0,0
Richard Lobb,0,0,0
Demetri Martin,7443007,3e+07,1
Henry Goodman,7443007,3e+07,1
Edward Hibbert,7443007,3e+07,1
Teri Hatcher,75280058,6e+07,1
John Hodgman,75280058,6e+07,1
Zach Galifianakis,1404675720,8.87e+08,12
Peter Gallagher,0,0,0
Cary-Hiroyuki Tagawa,0,0,0
Kodi Smit-McPhee,68185669,1.05e+08,3
William Black,0,0,0
Larry David,5306447,1.5e+07,1
Henry Cavill,429014677,4.1e+08,5
Christian Stolte,97030725,1e+08,1
Charlyne Yi,0,0,0
Jake Johnson,86397352,17750000,2
Michael Jackson,71844424,6e+07,1
Alex Al,71844424,6e+07,1
Alexandra Apjarova,71844424,6e+07,1
Ayelet Zurer,133375846,1.5e+08,1
David Anders,0,0,0
Chris Wylde,0,0,0
Louise Griffiths,0,0,0
Bebe Neuwirth,22452209,1.8e+07,1
Michael Stuhlbarg,9190525,7e+06,1
Richard Kind,9190525,7e+06,1
Sari Lennick,9190525,7e+06,1
Bill Hader,830920036,4.66e+08,5
Scott Cohen,0,0,0
Josh Stewart,14548452,1.6e+07,2
Andrea Roth,7706394,6e+06,1
Juan Fernández,7706394,6e+06,1
Marion Cotillard,23642910,1.12e+08,3
Henry Max Nelson,68009,9e+06,1
Mark Rendall,0,0,0
Max Records,77222184,1e+08,1
Lynn Redgrave,0,0,0
Katie Featherston,161802104,5015000,2
Micah Sloat,107917283,15000,1
Mark Fredrichs,107917283,15000,1
Kristen Wiig,1225622727,417500000,9
Garret Dillahunt,39436616,18700000,3
Anika Noni Rose,104374107,1.05e+08,1
Emily Browning,59601464,1.82e+08,2
Taylor Lautner,1198785887,3.83e+08,5
Richard O'Barry,0,0,0
Louie Psihoyos,0,0,0
Hardy Jones,0,0,0
Tony Kgoroge,37479778,6e+07,1
Tony Hale,66627164,4.2e+07,2
Candice Bergen,58715510,3e+07,1
Andrew Cherry,0,0,0
Morgan Murphy,0,0,0
Chandler Canterbury,79948113,5e+07,1
Krysten Ritter,26114,32930000,3
James Rebhorn,0,0,0
Cam Clarke,0,0,0
Siobhan Flynn,0,0,0
Jodelle Ferland,13248477,2.7e+07,1
Ruth Livier,42057340,3e+07,1
Alden Ehrenreich,876700,1e+07,2
Maribel Verdú,876700,1e+07,2
Mike Binder,0,0,0
Chris Carmack,18860403,2.5e+07,1
Melissa Jones,0,0,0
Hal Holbrook,0,0,0
Ray McKinnon,0,0,0
Walton Goggins,0,0,0
Alex Descas,0,0,0
Jean-François Stévenin,0,0,0
Noah Bean,0,0,0
Lennon Parham,0,0,0
Kelly Hutchinson,0,0,0
Russell M. Haeuser,1697956,2e+07,1
Anna Wintour,0,0,0
Thakoon Panichgul,0,0,0
André Leon Talley,0,0,0
James Cosmo,0,0,0
Julie Hagerty,0,0,0
Armie Hammer,199658023,3.75e+08,3
Rashida Jones,71367212,4.5e+07,2
Reggie Watts,0,0,0
Billy Ray Cyrus,103835699,5.8e+07,2
Christopher Soren Kelly,0,0,0
Quinn Hunchar,0,0,0
Jessica Duffy,0,0,0
Arsenio Hall,228477,2900000,1
Tommy Davidson,228477,2900000,1
Phyllis Applegate,228477,2900000,1
Carey Mulligan,258886693,2.18e+08,6
Aaron Taylor-Johnson,324879941,2.69e+08,5
Michael C. Hall,20488579,5e+07,1
Stephen Colbert,309837770,3.2e+08,2
Jamal Woolard,36842118,2e+07,1
Brian J. Smith,0,0,0
Benjamin Walker,37516013,6.9e+07,1
Danny Pino,0,0,0
Delphine Chanéac,33998092,5.2e+07,2
John Densmore,0,0,0
Robby Krieger,0,0,0
Scott Michael Foster,0,0,0
Noa Hegesh,0,0,0
Chris Ellis,0,0,0
Lena Hall,0,0,0
Daniel Robinson,0,0,0
Joey Dudding,0,0,0
Mary Wells,0,0,0
Dan Wieden,0,0,0
Hal Riney,0,0,0
Eamonn Walker,0,0,0
Barney Frank,0,0,0
Tammy Baldwin,0,0,0
Wayne Barrett,0,0,0
Peter Arnett,0,0,0
Ben Bagdikian,0,0,0
Ann Beeson,0,0,0
Keir O'Donnell,20819129,2.6e+07,1
Jane Horrocks,0,0,0
Wentworth Miller,66110315,7.4e+07,2
Christopher Hines,0,0,0
Jason Hefley,0,0,0
H.T. Bennett,0,0,0
Chris Massoglia,13838130,4e+07,1
Sasha Grey,695417,1700000,1
Chris Santos,695417,1700000,1
Philip Eytan,695417,1700000,1
Jamey Sheridan,45756,2e+06,2
Mariann Mayberry,45756,2e+06,2
Ben Shenkman,0,0,0
Cory McAbee,0,0,0
Aly Michalka,5205343,2e+07,1
Gaelan Connell,5205343,2e+07,1
Lauren Lee Smith,0,0,0
Derek Mears,64997188,1.9e+07,1
Michael Landes,0,0,0
Tom Berenger,0,0,0
Clayne Crawford,96860,1e+06,2
Joseph McKenna,0,0,0
Wynn Everett,0,0,0
Josh Harris,0,0,0
Tom Harris,0,0,0
Carlos Alvarez,0,0,0
James Lafferty,0,0,0
Tom Skerritt,10268846,3.5e+07,1
Rupert Isaacson,155984,160000,1
Kristin Neff,155984,160000,1
Rowan Isaacson,155984,160000,1
Adrianne Palicki,122512052,1.3e+08,1
Rooney Mara,197734863,1.58e+08,4
Georgia King,5005,3e+06,1
Bug Hall,0,0,0
Kevin M. Horton,0,0,0
Brandon Hardesty,0,0,0
Paola Antonelli,0,0,0
Chris Bangle,0,0,0
Andrew Blauvelt,0,0,0
Samantha Ferris,6174,5e+06,1
Gabrielle Rose,6174,5e+06,1
Julia Voth,0,0,0
Erin Cummings,0,0,0
America Olivo,12843,6e+06,1
Kel O'Neill,0,0,0
Siobhan Fallon Hogan,16699684,8e+06,1
Odette Annable,68315966,3.6e+07,2
Cam Gigandet,109091714,1.27e+08,4
Julian Bond,0,0,0
David D'Arcy,0,0,0
Richard Feigen,0,0,0
Eion Bailey,1785,1e+07,1
Aidan Gillen,12232937,2.2e+07,1
Luke Kirby,0,0,0
Chris Parnell,0,0,0
John Patrick Amedori,0,0,0
Scott Holroyd,0,0,0
Madeline Zima,12212,2e+07,2
Colin Beavan,0,0,0
Michelle Conlin,0,0,0
Carter Jenkins,25200412,4.5e+07,1
Yvonne Strahovski,1785,1e+07,1
Zoe Kazan,2535819,8e+06,1
Maryann Urbano,0,0,0
Marco Antonio Aguirre,0,0,0
Leonardo Alonso,0,0,0
Sophie Monk,0,0,0
Shirley Henderson,0,0,0
Ally Sheedy,0,0,0
Yara Shahidi,16088610,5.5e+07,1
Laura Breckenridge,0,0,0
Michele Bachmann,0,0,0
Joe Barton,0,0,0
Ben Bernanke,0,0,0
Michael Murphy,0,0,0
Jocelin Donahue,264250,14300000,2
Tom Noonan,100659,9e+05,1
Mary Woronov,100659,9e+05,1
Milly Rosso,0,0,0
Becky Rosso,0,0,0
Christopher Cousins,0,0,0
Ryan Kennedy,0,0,0
Moneca Delain,0,0,0
Alexi Wasser,0,0,0
Rumer Willis,11956207,1.6e+07,1
Zach Gilford,87338197,1.6e+07,2
Ashley Springer,0,0,0
Osama bin Laden,0,0,0
Johnelle Bryant,0,0,0
Leonard Nimoy,0,0,0
Paul Rust,14793904,1.8e+07,1
Jack Carpenter,14793904,1.8e+07,1
Jemaine Clement,131536019,1.03e+08,1
David Lynch,0,0,0
Catherine Breillat,0,0,0
Bernardo Bertolucci,0,0,0
C.J. Bills,0,0,0
Diane Granley,0,0,0
Linda Henderson,0,0,0
Zach Cregger,4542775,6e+06,1
Trevor Moore,4542775,6e+06,1
Raquel Alessi,4542775,6e+06,1
Jesse L. Martin,11276,5e+05,1
Tricia O'Kelley,0,0,0
Patrick J. Adams,0,0,0
Ryan Devlin,0,0,0
Victor Garber,0,0,0
Adam Rodriguez,51697449,1.3e+07,1
Sarah Roemer,17231291,2e+07,1
Matt Czuchry,0,0,0
Geoff Stults,0,0,0
Donna Berber,0,0,0
